	Author	degree	in_degree	out_degree	betweenness	closeness	harmonic	eigenvector	node_degree	clustering	square_clustering	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass	louvain_communities	leiden_partitions
3373	Huib van Krimpen	0.005082932049224184	0.0020064205457463883	0.0030765115034777956	0.00010021215410911374	0.23504938554293672	1891.1714285713756	0.002928633622249242	38.0	0.20815450643776823	0.03778937812074444	https://www.dbnl.org/auteurs/auteur.php?id=krim001	krim001	Huibrecht	van Krimpen	Huib van Krimpen	1917-xx-xx	Den Haag	Nederland				male	illustrator/tekenaar/beeldend kunstenaar	Twintigste Eeuw		nonfictie		illustrateur/beeldhouwer/tekenaar	4.0/4.0/4.0	4.0	3.0	1.0
3374	Dick Dooijes	0.0008025682182985553	0.0006688068485821295	0.00013376136971642589	7.284717760006712e-08	0.1942355255807785	1533.4670634920685	0.00016681838811593704	6.0	0.5333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=dooi004	dooi004	Dick	Dooijes	Dick Dooijes	1909-05-06	Amsterdam	Nederland	1998-06-21	Baarn	Nederland	male	tekenaar/illustrator/staatsman/bestuurder/politicus/beeldend kunstenaar	Twintigste Eeuw		nonfictie		beeldhouwer/tekenaar/ambtman/illustrateur/bestuurder	4.0/4.0/1.0/4.0/1.0	1.0	1.0	1.0
3375	Grahame Lock	0.0006688068485821295	0.0005350454788657035	0.00013376136971642589	0.00010876275653999153	0.19411152142120183	1540.6865079365125	0.00023132031432788254	5.0	0.1111111111111111	0.0	https://www.dbnl.org/auteurs/auteur.php?id=lock010	lock010	Grahame	Lock	Grahame Lock	1946-xx-xx						male		20e/21e Eeuw	en	nonfictie/buitenland					5.0	2.0
3376	John Kleinen	0.001070090957731407	0.0005350454788657035	0.0005350454788657035	0.00027754984354114794	0.18983159966837132	1489.7361111111231	9.864371763779324e-05	8.0	0.05555555555555555	0.005	https://www.dbnl.org/auteurs/auteur.php?id=klei042	klei042	Johannes Gerardus Guido	Kleinen	John Kleinen	1948-xx-xx						male		20e/21e Eeuw		nonfictie					1.0	1.0
3377	Beate Zilversmidt	0.00227394328517924	0.0006688068485821295	0.0016051364365971105	2.127620583438792e-05	0.19972497823031407	1573.4234126984263	0.00019426880158710788	17.0	0.32061068702290074	0.04370142249596715	https://www.dbnl.org/auteurs/auteur.php?id=zilv004	zilv004	Beate	Zilversmidt	Beate Keizer-Zilversmidt/Beate Zilversmidt	1942-xx-xx						female	filosoof	Twintigste Eeuw		nonfictie		doctor in de filosofie	2.0	2.0	1.0	1.0
3378	Alfred Pijpers	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0	0.0	3.552025893195421e-97	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=pijp007	pijp007	Alfred Eduard	Pijpers	Alfred Pijpers	1947-xx-xx						male		20e/21e Eeuw		nonfictie					1.0	3.0
3379	J. Popken	0.0005350454788657035	0.00013376136971642589	0.00040128410914927763	1.5579888611943944e-06	0.00013376136971642589	1.0	1.8470534644616195e-95	4.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=popk002	popk002	Jan	Popken	J. Popken	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					1.0	1.0
3380	F.B. Hotz	0.003477795612627073	0.003477795612627073	0.0	0.0	0.21721498773657136	1748.9119047618829	0.001673158585914597	26.0	0.24923076923076923	0.0	https://www.dbnl.org/auteurs/auteur.php?id=hotz001	hotz001	Frits Bernard	Hotz	F.B. Hotz	1922-02-01	Leiden	Nederland	2000-12-05	Leiden	Nederland	male	jongleur/musicus/minstreel	Twintigste Eeuw	nl			speelman/acrobaat/musicus	4.0/7.0/4.0	4.0	5.0	2.0
3381	Doeschka Meijsing	0.003344034242910647	0.002541466024612092	0.0008025682182985553	9.485043025190896e-06	0.24316012240070678	1923.1476190475394	0.001966866954562444	25.0	0.23333333333333334	0.0125	https://www.dbnl.org/auteurs/auteur.php?id=meij030	meij030	Maria Johanna	Meijsing	Doeschka Meijsing	1947-10-21	Eindhoven	Nederland	2012-01-30	Amsterdam	Nederland	female		20e/21e Eeuw	nl						1.0	1.0
3382	Maaike Meijer	0.016452648475120384	0.009497057249866239	0.006955591225254146	0.00042175643557518136	0.22682513943293042	1866.2928571428345	0.004758019148097458	123.0	0.13603627634035742	0.028402001517860587	https://www.dbnl.org/auteurs/auteur.php?id=meij017	meij017	Maria Johanna Helena	Meijer	Maaike Meijer	1949-01-25	Eindhoven	Nederland				female		20e/21e Eeuw	nl	secundair/nonfictie					5.0	2.0
3383	Jos de Roo	0.0014713750668806848	0.001070090957731407	0.00040128410914927763	5.0125797022637544e-05	0.1801268190843917	1415.5896825397192	4.527600429495299e-05	11.0	0.2	0.0	https://www.dbnl.org/auteurs/auteur.php?id=roo_001	roo_001	Jos	de Roo	Jos de Roo	1942-xx-xx	Bad Liebenzell	Duitsland				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	1.0	1.0
3384	Michael Masuch	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0	0.0	3.552025893195421e-97	3.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=masu006	masu006	Jan Michael Friedrich	Masuch	Michael Masuch	1949-xx-xx	Berlijn	Duitsland				male		20e/21e Eeuw	de	nonfictie/buitenland					4.0	4.0
3385	Rob Grootendorst	0.006420545746388442	0.0017388978063135364	0.004681647940074906	8.715745871248488e-06	0.2199865458281166	1774.157142857117	0.0022902207170892425	48.0	0.3559322033898305	0.06198670532338254	https://www.dbnl.org/auteurs/auteur.php?id=groo027	groo027	Rob	Grootendorst	Rob Grootendorst	1944-02-11	Schiedam	Nederland				male	leraar/docent/hoogleraar	Twintigste Eeuw		taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3386	T. Kruiger	0.005350454788657036	0.005082932049224184	0.00026752273943285177	3.745698392692565e-06	0.22983287054251889	1876.0095238094887	0.004934780292289169	40.0	0.2879177377892031	0.11538461538461539	https://www.dbnl.org/auteurs/auteur.php?id=krui001	krui001	Tjark	Kruiger	T. Kruiger	19xx-xx-xx						male		Twintigste Eeuw		taalkunde					5.0	2.0
3387	C.J. Ruijgh	0.001337613697164259	0.001203852327447833	0.00013376136971642589	0.00010871363648931263	0.19322502978957007	1547.4480158730196	0.0005130532309733311	10.0	0.36666666666666664	0.0	https://www.dbnl.org/auteurs/auteur.php?id=ruij005	ruij005	Cornelis Jord	Ruijgh	C.J. Ruijgh	1930-xx-xx			2004-xx-xx			male		20e/21e Eeuw		secundair					5.0	2.0
3388	Els Elffers	0.021669341894060994	0.006955591225254146	0.014713750668806848	0.0006459650236872369	0.218826875457179	1802.0714285714155	0.004634016875834205	162.0	0.14601905932984938	0.028771545794175374	https://www.dbnl.org/auteurs/auteur.php?id=elff001	elff001	Elise Henriëtte Cornelie	Elffers	Els Elffers/Els Elffers-van Ketel	1946-xx-xx						female		20e/21e Eeuw		secundair					5.0	2.0
3389	Alied Blom	0.0049491706795077575	0.0038790797217763506	0.001070090957731407	1.4249798489723779e-05	0.21502624326689412	1752.8234126983975	0.0030850601071366933	37.0	0.32379518072289154	0.017948717948717947	https://www.dbnl.org/auteurs/auteur.php?id=blom001	blom001	Alied	Blom	Alied Blom	1943-xx-xx						female	leraar/docent/hoogleraar	20e/21e Eeuw	nl	taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3390	Evert Werkman	0.0017388978063135364	0.001070090957731407	0.0006688068485821295	4.0650264874530807e-07	0.2287472973637582	1806.3738095237554	0.0011351186294644383	13.0	0.25	0.06848072562358276	https://www.dbnl.org/auteurs/auteur.php?id=werk015	werk015	Evert	Werkman	Evert Werkman/Joost	1915-xx-xx			1988-xx-xx			male		Twintigste Eeuw							5.0	2.0
3391	Saskia Daalder	0.007624398073836276	0.006420545746388442	0.001203852327447833	2.2328221349842857e-05	0.22813457195632744	1861.4499999999673	0.005891672929601117	57.0	0.29705144291091595	0.023871425194989363	https://www.dbnl.org/auteurs/auteur.php?id=daal005	daal005	Saskia	Daalder	Saskia Daalder	1948-01-12						female		20e/21e Eeuw	nl	taalkunde					5.0	2.0
3392	Ida van Heteren	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=hete009	hete009	Ida	van Heteren	Ida van Heteren	1945-xx-xx						female	leraar/docent/hoogleraar	Twintigste Eeuw	nl	taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	1.0	1.0
3393	J.M. van der Horst	0.013777421080791866	0.00682182985553772	0.006955591225254146	6.0119320768353914e-05	0.23229710258971822	1899.3476190475828	0.00663205363447731	103.0	0.2498093058733791	0.04482030806372698	https://www.dbnl.org/auteurs/auteur.php?id=hors009	hors009	Johannes Martinus	van der Horst	J.M. van der Horst	1949-08-05	Leiden	Nederland				male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	taalkunde/nonfictie		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3394	Frans H. van Eemeren	0.010165864098448368	0.001070090957731407	0.00909577314071696	0.0001133797995454011	0.21048182225788736	1700.8904761904607	0.0016488745071336246	76.0	0.22097114707952145	0.04467944454025112	https://www.dbnl.org/auteurs/auteur.php?id=eeme001	eeme001	Frans H.	van Eemeren	Frans Ch. van Eemeren/Frans H. van Eemeren	1946-04-07	Helmond	Nederland				male	leraar/docent/hoogleraar	Twintigste Eeuw		secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3395	J.H. Maureau	0.00227394328517924	0.0020064205457463883	0.00026752273943285177	1.0743113001901923e-06	0.22342927706229854	1804.145238095209	0.002783344261835188	17.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=maur001	maur001	J.H.	Maureau	Hans Maureau/J.H. Maureau	1943-xx-xx						male		20e/21e Eeuw		taalkunde					5.0	2.0
3396	W.K.B. Koning	0.007490636704119849	0.004414125200642054	0.0030765115034777956	5.4609838371150834e-05	0.22438327897208077	1826.349999999974	0.004184983086775469	56.0	0.24853228962818003	0.037697643358752315	https://www.dbnl.org/auteurs/auteur.php?id=koni016	koni016	W.K.B.	Koning	W.K.B. Koning	19xx-xx-xx						male		Twintigste Eeuw		taalkunde					5.0	2.0
3397	J. Griffioen	0.008159443552701979	0.0037453183520599247	0.004414125200642054	5.880893975229636e-05	0.23213335933131382	1887.8476190475792	0.006078335731180839	61.0	0.38315962698848055	0.07495180597721317	https://www.dbnl.org/auteurs/auteur.php?id=grif002	grif002	J.	Griffioen	J. Griffioen	19xx-xx-xx						male		Twintigste Eeuw		taalkunde					5.0	2.0
3398	H. Schultink	0.03170144462279294	0.014446227929373995	0.01725521669341894	0.0011533054026445651	0.2521334160152286	2085.9095238094856	0.016109443360790215	237.0	0.15305574451326484	0.040501852054538795	https://www.dbnl.org/auteurs/auteur.php?id=schu018	schu018	Hendrik (Henk)	Schultink	H. Schultink	1924-04-03	Amsterdam	Nederland	2017-01-07	Bilthoven	Nederland	male	leraar/docent/hoogleraar	Twintigste Eeuw	nl	taalkunde		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3399	Ad Teulings	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0	0.0	3.552025893195421e-97	2.0	0.5	0.0	https://www.dbnl.org/auteurs/auteur.php?id=teul003	teul003	Adrianus Wilhelmus Maria	Teulings	Ad Teulings	1939-07-03	Hengelo	Nederland		Leiden	Nederland	male		Twintigste Eeuw		nonfictie					1.0	1.0
3400	Jurriaan Fransman	0.002541466024612092	0.0006688068485821295	0.0018726591760299624	0.0	0.1830843143905103	1437.6658730159145	6.067433421381318e-05	19.0	0.5481927710843374	0.05150480918399007	https://www.dbnl.org/auteurs/auteur.php?id=fran176	fran176	Jurriaan	Fransman	Jurriaan Fransman	1954-xx-xx						male	jongleur/musicus/minstreel	Twintigste Eeuw		nonfictie		speelman/acrobaat/musicus	4.0/7.0/4.0	4.0	1.0	1.0
3401	Jaap Goudsmit	0.003611556982343499	0.0009363295880149812	0.002675227394328518	0.0003447599758679925	0.18705687240875335	1481.9087301587526	0.0001104169801307454	27.0	0.28488372093023256	0.038120875303924974	https://www.dbnl.org/auteurs/auteur.php?id=goud026	goud026	Jaap	Goudsmit	Jaap Goudsmit	1951-xx-xx						male		20e/21e Eeuw		nonfictie					1.0	1.0
3402	Fransje van der Waals	0.002541466024612092	0.0006688068485821295	0.0018726591760299624	0.0	0.1830843143905103	1437.6658730159145	6.067433421381318e-05	19.0	0.5481927710843374	0.0514091049860638	https://www.dbnl.org/auteurs/auteur.php?id=waal044	waal044	Fransje Willemien	van der Waals	Fransje van der Waals	1950-xx-xx						female		Twintigste Eeuw		nonfictie					1.0	1.0
3403	G. Dijkink	0.0006688068485821295	0.00013376136971642589	0.0005350454788657035	0.00011356486944522434	0.14799562246301032	1149.411507936521	2.4176370890284045e-06	5.0	0.05	0.00468384074941452	https://www.dbnl.org/auteurs/auteur.php?id=dijk095	dijk095	Gerrit Jan Willem	Dijkink	G. Dijkink	1946-xx-xx						male		20e/21e Eeuw		nonfictie					2.0	0.0
3404	H. van Gorp	0.034376672017121454	0.014579989299090422	0.01979668271803103	0.0011222281796789346	0.2464600053170862	2051.6999999999553	0.014684467083573802	257.0	0.15865018722031113	0.044254225955474985	https://www.dbnl.org/auteurs/auteur.php?id=gorp001	gorp001	Hendrik (Rik)	van Gorp	H. van Gorp	1935-03-04	Herentals	België (Vlaanderen)				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3405	Erik K. de Vries	0.0005350454788657035	0.0	0.0005350454788657035	0.0	0.0	0.0	3.552025893195421e-97	4.0	0.08333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=vrie161	vrie161	Erik Klaas	de Vries	Erik K. de Vries	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					2.0	1.0
3406	Herman Roodenburg	0.002541466024612092	0.002140181915462814	0.00040128410914927763	2.010302466922057e-06	0.21366831984819232	1736.2547619047516	0.0023962276304102456	19.0	0.4676470588235294	0.020689655172413793	https://www.dbnl.org/auteurs/auteur.php?id=rood006	rood006	Herman Willem	Roodenburg	Herman Roodenburg	1951-xx-xx						male		20e/21e Eeuw	nl	secundair					5.0	2.0
3407	J. Beijk	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.0	0.0	3.552025893195421e-97	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=beij038	beij038	J.	Beijk	J. Beijk	1932-xx-xx	Haarlem	Nederland	2013-xx-xx			male		Twintigste Eeuw		nonfictie					5.0	2.0
3408	J. Fischer	0.0017388978063135364	0.001070090957731407	0.0006688068485821295	0.00014410770006508967	0.19832970195408353	1571.2138888888812	0.00020754076264865547	13.0	0.24675324675324675	0.04336399474375821	https://www.dbnl.org/auteurs/auteur.php?id=fisc016	fisc016	J.	Fischer	J. Fischer	18xx-xx-xx						male		19e/20e Eeuw		nonfictie					5.0	2.0
3409	Herman ten Kroode	0.0009363295880149812	0.00013376136971642589	0.0008025682182985553	0.0	0.16958350395037106	1319.799206349264	1.2010260052041089e-05	7.0	0.275	0.010570824524312896	https://www.dbnl.org/auteurs/auteur.php?id=kroo030	kroo030	Hermanus Fredericus Joseph	ten Kroode	Herman ten Kroode	1940-xx-xx						male		20e/21e Eeuw		nonfictie					1.0	1.0
3410	Carolijn Visser	0.0005350454788657035	0.0005350454788657035	0.0	0.0	0.17249960748513793	1349.9166666667177	1.6263668901385473e-05	4.0	0.3333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=viss019	viss019	Carolijn	Visser	Carolijn Visser	1956-09-05	Leiden	Nederland				female		20e/21e Eeuw	nl						1.0	1.0
3411	Jules Persyn	0.05979133226324237	0.009363295880149811	0.05042803638309256	0.010399597138792379	0.2802722205146303	2259.311904761847	0.023372393722442368	447.0	0.04719490164592533	0.020921610658697836	https://www.dbnl.org/auteurs/auteur.php?id=pers011	pers011	Jules	Persyn	Jules Persyn	1878-04-20	Wachtbeke	België (Vlaanderen)	1933-10-10	Broechem	België (Vlaanderen)	male	tekenaar/leraar/hoogleraar/illustrator/docent/beeldend kunstenaar	19e/20e Eeuw	nl	secundair/jeugdliteratuur		beeldhouwer/tekenaar/hoogleraar/leraar/illustrateur/docent	4.0/4.0/2.0/2.0/4.0/2.0	2.0	0.0	3.0
3412	Lea Dasberg	0.0028089887640449437	0.002407704654895666	0.00040128410914927763	2.7516024495541937e-06	0.2148298637283795	1732.3293650793444	0.0008997330672327361	21.0	0.3444976076555024	0.012448132780082987	https://www.dbnl.org/auteurs/auteur.php?id=dasb002	dasb002	Lena	Dasberg	Lea Dasberg	1930-10-18	Amsterdam	Nederland	2018-04-08	Jeruzalem	Israel	female	leraar/docent/hoogleraar	20e/21e Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
3413	J.J. Witkam	0.0020064205457463883	0.0009363295880149812	0.001070090957731407	0.00035471850072850186	0.20326713383961645	1618.9662698412703	0.0003174259224602902	15.0	0.0673076923076923	0.00847457627118644	https://www.dbnl.org/auteurs/auteur.php?id=witk006	witk006	Januarius Justus	Witkam	J.J. Witkam	1945-xx-xx						male		20e/21e Eeuw		nonfictie					2.0	0.0
3414	F. Schröder	0.0009363295880149812	0.0006688068485821295	0.00026752273943285177	9.350147720464484e-06	0.2102667980492214	1653.9999999999966	0.00033345082246842925	7.0	0.23809523809523808	0.0	https://www.dbnl.org/auteurs/auteur.php?id=schr204	schr204	F.	Schröder	F. Schröder	18xx-xx-xx						male		Twintigste Eeuw		nonfictie					2.0	1.0
3415	G.H.A. Juynboll	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	7.585277791758809e-07	0.19805933549458157	1556.2353174603352	0.00018439694407936888	3.0	0.3333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=juyn012	juyn012	Gaultherus Hendrik Albert	Juynboll	G.H.A. Juynboll	1935-xx-xx	Leiden	Nederland	2010-12-19	Leiden	Nederland	male		20e/21e Eeuw	en	nonfictie					2.0	0.0
3416	G.J.H. van Gelder	0.0006688068485821295	0.00013376136971642589	0.0005350454788657035	6.544883223215526e-07	0.19805933549458157	1556.2353174603352	0.00018439694407936888	5.0	0.15	0.0	https://www.dbnl.org/auteurs/auteur.php?id=geld066	geld066	Geert Jan Hendrik	van Gelder	G.J.H. van Gelder	1947-xx-xx						male		20e/21e Eeuw		secundair/nonfictie					4.0	4.0
3417	C.G. Brouwer	0.001203852327447833	0.0006688068485821295	0.0005350454788657035	1.0482092365455723e-05	0.2102041653859727	1680.8412698412592	0.0006548893379397936	9.0	0.2777777777777778	0.007136485280999108	https://www.dbnl.org/auteurs/auteur.php?id=brou116	brou116	Cornelis Gerardus	Brouwer	C.G. Brouwer/Kees Brouwer	1936-xx-xx						male	letterkundige (NIET-neerl.)	Twintigste Eeuw				letterkundige	2.0	2.0	2.0	0.0
3418	J.J.G. Jansen	0.0006688068485821295	0.00026752273943285177	0.00040128410914927763	3.816263939782385e-06	0.19856089261879406	1562.201984126999	0.0001888844725466768	5.0	0.15	0.034482758620689655	https://www.dbnl.org/auteurs/auteur.php?id=jans306	jans306	Johannes Juliaan Gijsbert (Hans)	Jansen	Hans Jansen/J.J.G. Jansen	1942-11-17	Amsterdam	Nederland	2015-05-05	Amsterdam	Nederland	male		Twintigste Eeuw	nl	nonfictie					4.0	4.0
3419	R. Kruk	0.00026752273943285177	0.00026752273943285177	0.0	0.0	0.21310262877433422	1703.7547619047414	0.0006353299619476248	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=kruk001	kruk001	Remke	Kruk	R. Kruk	1942-xx-xx						male		20e/21e Eeuw		secundair/nonfictie					1.0	1.0
3420	L.I. Graf	0.001337613697164259	0.00040128410914927763	0.0009363295880149812	1.5475680045518992e-05	0.2102041653859727	1652.4499999999964	0.0003262324740655571	10.0	0.3488372093023256	0.03784219001610306	https://www.dbnl.org/auteurs/auteur.php?id=graf010	graf010	L.I.	Graf	L.I. Graf	1908-xx-xx						male	ambtenaar	Twintigste Eeuw		nonfictie		ambtenaar	5.0	5.0	2.0	1.0
3421	A.H. de Groot	0.0016051364365971105	0.0014713750668806848	0.00013376136971642589	2.650017509923925e-05	0.22478148373545498	1786.9357142856577	0.002051396128267858	12.0	0.45454545454545453	0.0	https://www.dbnl.org/auteurs/auteur.php?id=groo135	groo135	Alexander Hendrik	de Groot	A.H. de Groot	1943-xx-xx						male		20e/21e Eeuw		nonfictie					4.0	4.0
3422	P.S. van Koningsveld	0.003344034242910647	0.0005350454788657035	0.0028089887640449437	0.0003799256296934655	0.21031155852223937	1654.1999999999966	0.0003287114611135212	25.0	0.09731543624161074	0.010844378533691723	https://www.dbnl.org/auteurs/auteur.php?id=koni102	koni102	Pieter Sjoerd	van Koningsveld	P.S. van Koningsveld	1943-xx-xx						male		20e/21e Eeuw		nonfictie					2.0	0.0
3423	Roel Otten	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	3.166901734706926e-06	0.16262709091589658	1264.145634920676	4.487528467307933e-06	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=otte043	otte043	Roel	Otten	Roel Otten	19xx-xx-xx						male		Twintigste Eeuw		nonfictie					2.0	2.0
3424	Sadiq Galal al'Azm	0.00026752273943285177	0.00013376136971642589	0.00013376136971642589	0.0	0.16261103056719858	1263.845634920676	4.487528467307933e-06	2.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=gala015	gala015	Sadiq	Galal al'Azm	Sadiq Galal al'Azm	1934-11-xx	Damascus	Syrië	2016-12-11	Berlijn	Duitsland	male	filosoof	Twintigste Eeuw	ar	buitenland		doctor in de filosofie	2.0	2.0	2.0	0.0
3425	E.M. Uhlenbeck	0.02180310326377742	0.011503477795612626	0.010299625468164793	0.0015129163380560127	0.27040715385211067	2207.3714285714004	0.017264267750389157	163.0	0.1646433990895296	0.03617416359852729	https://www.dbnl.org/auteurs/auteur.php?id=uhle001	uhle001	Eugenius Marius	Uhlenbeck	E.M. Uhlenbeck	1913-xx-xx			2003-05-27	Voorhout	Nederland	male		Twintigste Eeuw	nl	taalkunde					5.0	2.0
3426	R.J. Spruit	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0	0.0	3.552025893195421e-97	3.0	0.16666666666666666	0.0	https://www.dbnl.org/auteurs/auteur.php?id=spru012	spru012	Ruud J.	Spruit	R.J. Spruit	1942-xx-xx						male		20e/21e Eeuw		jeugdliteratuur/nonfictie/suriname					1.0	1.0
3427	Jan Bank	0.0008025682182985553	0.0005350454788657035	0.00026752273943285177	9.172490344789533e-06	0.19870466156759287	1562.692460317478	0.0001897908613555724	6.0	0.03333333333333333	0.0	https://www.dbnl.org/auteurs/auteur.php?id=bank003	bank003	Joannes Theodoor Maria	Bank	Jan Bank	1940-05-10	Amsterdam	Nederland				male	journalist/leraar/archeoloog/hoogleraar/redacteur/docent/historicus	20e/21e Eeuw	nl	nonfictie		oudheidkundige/redacteur/antropoloog/leraar/hoogleraar/docent/journalist	2.0/2.0/2.0/2.0/2.0/2.0/2.0	2.0	1.0	1.0
3428	Steef Davidson	0.00040128410914927763	0.00013376136971642589	0.00026752273943285177	0.00010874486204237059	0.20240096232772098	1588.5095238095082	0.00026871165276451175	3.0	0.16666666666666666	0.0	https://www.dbnl.org/auteurs/auteur.php?id=davi031	davi031	Steef	Davidson	Steef Davidson/Steve Davidson	1943-09-16	Amsterdam	Nederland	2010-05-31			male	jongleur/musicus/minstreel	Twintigste Eeuw	nl	nonfictie		speelman/acrobaat/musicus	4.0/7.0/4.0	4.0	1.0	1.0
3429	Isaak Kaplanas	0.00013376136971642589	0.00013376136971642589	0.0	0.0	0.16209892914378893	1249.403571428622	3.798724015596083e-06	1.0	0.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=kapl002	kapl002	Isaak	Kaplanas	Isaak Kaplanas	1905-08-21	St. Petersburg	Rusland	1988-05-10	Amsterdam	Nederland	male		Twintigste Eeuw	nl	buitenland					1.0	1.0
3430	Oek de Jong	0.0065543071161048684	0.006286784376672017	0.00026752273943285177	0.00014868486646398002	0.23415803406192448	1918.6595238094772	0.004377335599320411	49.0	0.19148936170212766	0.014705882352941176	https://www.dbnl.org/auteurs/auteur.php?id=jong049	jong049	Oek	de Jong	Oek de Jong	1952-10-04	Breda	Nederland				male		20e/21e Eeuw	nl						5.0	1.0
3431	F. Springer	0.002407704654895666	0.002407704654895666	0.0	0.0	0.2198044462443513	1762.1547619047303	0.0011536232256777936	18.0	0.22875816993464052	0.0	https://www.dbnl.org/auteurs/auteur.php?id=spri003	spri003	F.	Springer	Carel Jan Schneider/F. Springer/V. C. J. Schneider	1932-01-15	Batavia	Indonesië	2011-11-07	Den Haag	Nederland	male	advocaat/diplomaat/jurist	20e/21e Eeuw	nl			diplomaat/advocaat/jurist	1.0/2.0/2.0	1.0	1.0	1.0
3432	A.L. Schneiders	0.001203852327447833	0.001070090957731407	0.00013376136971642589	1.287561223844646e-07	0.22257357333380004	1768.2690476189975	0.0009676304156634628	9.0	0.3194444444444444	0.0	https://www.dbnl.org/auteurs/auteur.php?id=schn009	schn009	Abraham Louis (Bram)	Schneiders	A. van Anders/A.L. Schneiders/Drievoeter	1925-10-01	Castricum	Nederland		Hilversum	Nederland	male	diplomaat	Twintigste Eeuw				diplomaat	1.0	1.0	1.0	1.0
3433	Huub Beurskens	0.026484751203852325	0.007891920813269128	0.0185928303905832	0.0075840678822709515	0.2379249535964916	1925.0285714285073	0.0024426748300669823	198.0	0.04463276836158192	0.016132895333825337	https://www.dbnl.org/auteurs/auteur.php?id=beur002	beur002	Hubertus Peter Willem	Beurskens	Huub Beurskens/Ivo Duis	1950-02-18	Tegelen	Nederland				male	tekenaar/journalist/leraar/hoogleraar/redacteur/illustrator/vertaler/docent/beeldend kunstenaar	20e/21e Eeuw	nl	limburg		beeldhouwer/vertaler/tekenaar/redacteur/hoogleraar/leraar/illustrateur/docent/journalist	4.0/4.0/4.0/2.0/2.0/2.0/4.0/2.0/2.0	2.0	1.0	1.0
3434	R.B. Kitaj	0.00040128410914927763	0.00026752273943285177	0.00013376136971642589	0.0	0.18835498690499347	1483.236111111138	8.68474571081431e-05	3.0	1.0	0.0	https://www.dbnl.org/auteurs/auteur.php?id=kita001	kita001	R.B.	Kitaj	R.B. Kitaj	1932-xx-xx						male		Twintigste Eeuw		buitenland					1.0	1.0
3435	Boudewijn Büch	0.007356875334403424	0.003210272873194221	0.004146602461209203	2.8165215207792588e-05	0.21542008139943128	1725.1499999999753	0.0014370735639261632	55.0	0.1399190829399865	0.018247613181398215	https://www.dbnl.org/auteurs/auteur.php?id=buch001	buch001	Boudewijn	Büch	Boudewijn Büch	1948-12-14	Den Haag	Nederland	2002-11-23	Amsterdam	Nederland	male		Twintigste Eeuw	nl						1.0	1.0
3436	Jaap Goedegebuure	0.04868913857677902	0.019395398608881752	0.02929373996789727	0.0037689819076433245	0.2604142488571015	2149.8880952380678	0.013867311643141441	364.0	0.10087407025888841	0.03752094885017936	https://www.dbnl.org/auteurs/auteur.php?id=goed004	goed004	Jacob Leendert	Goedegebuure	Jaap Goedegebuure	1947-xx-xx	Sint Annaland	Nederland				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl	secundair		docent/leraar/hoogleraar	2.0/2.0/2.0	2.0	5.0	2.0
