	Author	Degree	In-degree	Out-degree	Betweenness	Closeness	Harmonic	Eigenvector	Clustering	Square_Clustering	Community	Partition	Link	identifier	givenName	familyName	alternateNames	birthDate	birthPlace	birthCountry	deathDate	deathPlace	deathCountry	gender	occupation	period	language	category	organisation	occupationHisclass	Hisclass	lowestHisclass
3807	Julien Vandiest	0.0009395973154362415	0.0005369127516778523	0.0004026845637583892	7.947169640862851e-07	0.21959850244315549	1727.830952380907	0.000673373034393459	0.14285714285714285	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=vand282	vand282	Julien	Vandiest	Julien Vandiest	1919-xx-xx						male	ambtenaar	Twintigste Eeuw	nl	nonfictie		ambtenaar	5.0	5.0
3808	Monika van Paemel	0.008456375838926174	0.006174496644295302	0.0022818791946308723	0.0027862410534468533	0.22682783135930704	1843.0166666666266	0.0033187875319301533	0.21266735324407826	0.03992925651316237	1	0	https://www.dbnl.org/auteurs/auteur.php?id=paem001	paem001	Monika	van Paemel	Monika van Paemel	1945-05-04	Poesele	België (Vlaanderen)				female	vertaler	20e/21e Eeuw	nl			vertaler	4.0	4.0
3809	Herman de Coninck	0.008993288590604026	0.006711409395973153	0.0022818791946308723	0.0001989833953663449	0.24866547242038198	2016.2714285713644	0.00675175231111634	0.18758495695514274	0.02446136400453588	1	0	https://www.dbnl.org/auteurs/auteur.php?id=coni003	coni003	Herman	de Coninck	Herman de Coninck	1944-02-21	Mechelen	België (Vlaanderen)	1997-05-22	Lissabon	Portugal	male	journalist/leraar/hoogleraar/redacteur/docent	Twintigste Eeuw	nl	nonfictie		redacteur/hoogleraar/leraar/docent/journalist	2.0/2.0/2.0/2.0/2.0	2.0
3810	Lucienne Stassaert	0.0022818791946308723	0.0017449664429530199	0.0005369127516778523	5.715789187828818e-07	0.20889003966549272	1659.9357142856916	0.0009601813101305786	0.4264705882352941	0.015873015873015872	1	0	https://www.dbnl.org/auteurs/auteur.php?id=stas001	stas001	Lucienne	Stassaert	Lucienne Stassaert	1936-02-10	Antwerpen	België (Vlaanderen)				female	musicus/tekenaar/illustrator/jongleur/minstreel/beeldend kunstenaar	20e/21e Eeuw	nl			speelman/beeldhouwer/illustrateur/tekenaar/acrobaat/musicus	4.0/4.0/4.0/4.0/7.0/4.0	4.0
3811	Mark Verstockt	0.001879194630872483	0.0006711409395973154	0.0012080536912751677	0.00015698331004741314	0.18441572130004052	1438.817460317486	8.119240427307439e-05	0.14367816091954022	0.02127659574468085	0	4	https://www.dbnl.org/auteurs/auteur.php?id=vers270	vers270	Mark	Verstockt	Marc Verstockt/Mark Verstockt	1930-xx-xx	Lokeren	België (Vlaanderen)				male	illustrator/tekenaar/beeldend kunstenaar	20e/21e Eeuw				tekenaar/illustrateur/beeldhouwer	4.0/4.0/4.0	4.0
3812	Claude Korban	0.00026845637583892615	0.00026845637583892615	0.0	0.0	0.2183967797695051	1715.7928571428074	0.000997764152470918	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=korb001	korb001	Claude	Korban	Claude Korban/Hendrik van Manhaeve	1936-04-23	Beveren	België (Vlaanderen)				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl			hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
3813	Nic van Bruggen	0.0022818791946308723	0.0022818791946308723	0.0	0.0	0.23835257144295463	1878.45714285707	0.00224984795965938	0.3125	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=brug008	brug008	Nic	van Bruggen	Nic van Bruggen	1938-03-17	Merksem	België (Vlaanderen)	1991-07-14	Antwerpen	België (Vlaanderen)	male	tekenaar/journalist/redacteur/illustrator/beeldend kunstenaar	Twintigste Eeuw	nl			redacteur/beeldhouwer/illustrateur/tekenaar/journalist	2.0/4.0/4.0/4.0/2.0	2.0
3814	Michel Bartosik	0.003892617449664429	0.001476510067114094	0.0024161073825503354	6.084689316498707e-06	0.20985782844692097	1663.6095238094942	0.0009613129365407519	0.22660098522167488	0.026245614035087718	1	0	https://www.dbnl.org/auteurs/auteur.php?id=bart012	bart012	Michel	Bartosik	Michel Bartosik	1948-03-21	Antwerpen	België (Vlaanderen)	2008-02-01	Antwerpen	België (Vlaanderen)	male	leraar/docent/hoogleraar	20e/21e Eeuw				hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
3815	Frans Denissen	0.001476510067114094	0.001476510067114094	0.0	0.0	0.23681845936388415	1879.583333333268	0.003156201926415223	0.2636363636363636	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=deni002	deni002	Frans	Denissen	Frans Denissen	1947-09-07	Hoevenen	België (Vlaanderen)				male		20e/21e Eeuw	nl					
3816	Wim van Rooy	0.0012080536912751677	0.0005369127516778523	0.0006711409395973154	9.525321434146151e-07	0.2072791762605896	1637.7619047618794	0.0006966576188674273	0.16666666666666666	0.0	4	0	https://www.dbnl.org/auteurs/auteur.php?id=rooy006	rooy006	Wim	van Rooy	Wim van Rooy	19xx-xx-xx						male		Twintigste Eeuw	nl	secundair				
3817	Piet Meeuse	0.002953020134228188	0.0016107382550335568	0.0013422818791946308	0.00026678506159180204	0.2313437926286851	1831.0642857142223	0.001415245961837078	0.17105263157894737	0.008974358974358974	1	0	https://www.dbnl.org/auteurs/auteur.php?id=meeu001	meeu001	Piet	Meeuse	Piet Meeuse	1947-xx-xx						male		20e/21e Eeuw	nl					
3818	Michel Oukhow	0.002147651006711409	0.0006711409395973154	0.001476510067114094	1.1527581070186175e-06	0.20583144018707344	1626.9523809523564	0.0006685139741717978	0.2815126050420168	0.04408260524225576	1	0	https://www.dbnl.org/auteurs/auteur.php?id=oukh001	oukh001	Michel	Oukhow	Michel Oukhow	1926-01-23	Ukkel	België (Brussel)	1997-05-25	Antwerpen	België (Vlaanderen)	male	archeoloog/historicus	Twintigste Eeuw	nl	secundair		antropoloog/oudheidkundige	2.0/2.0	2.0
3819	Hugo Brems	0.14818791946308724	0.018657718120805366	0.12953020134228185	0.0329035132324255	0.26820152625691746	2202.2809523809265	0.020731715639721367	0.030972702692935686	0.019537674170378296	1	0	https://www.dbnl.org/auteurs/auteur.php?id=brem012	brem012	Hugo	Brems	Hugo Brems	1944-02-20	Heverlee	België (Vlaanderen)				male	leraar/docent/hoogleraar	20e/21e Eeuw		secundair/nonfictie		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
3820	Fr. Daems	0.005503355704697986	0.002953020134228188	0.0025503355704697985	2.259725246408277e-05	0.23022240288607346	1863.1357142856748	0.00476753311798547	0.3803680981595092	0.06520227063654109	4	1	https://www.dbnl.org/auteurs/auteur.php?id=daem003	daem003	Frans	Daems	Fr. Daems	1941-xx-xx						male		Twintigste Eeuw		taalkunde				
3821	W.P. Gerritsen	0.1370469798657718	0.034093959731543624	0.10295302013422818	0.013630156441429403	0.2685991236438903	2280.9214285714165	0.03467594946657084	0.06021050528568437	0.02714735373614887	4	1	https://www.dbnl.org/auteurs/auteur.php?id=gerr010	gerr010	Willem Pieter (Wim)	Gerritsen	W.P. Gerritsen	1935-08-12	Utrecht	Nederland				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl	secundair		hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
3822	Mark Insingel	0.0057718120805369125	0.004563758389261745	0.0012080536912751677	9.370643203308198e-06	0.25243799158502367	2020.9642857142146	0.006587355978963022	0.30210643015521066	0.05076227173730943	1	0	https://www.dbnl.org/auteurs/auteur.php?id=insi001	insi001	Mark	Insingel	Marcus Henri Laurent Thérèse Donckers/Mark Insingel	1935-05-03	Lier	België (Vlaanderen)		Wilrijk	België (Vlaanderen)	male		20e/21e Eeuw	nl					
3823	Stefaan van den Bremt	0.0032214765100671136	0.001879194630872483	0.0013422818791946308	1.1576034574560656e-05	0.2140729843745044	1701.3488095237733	0.0012576069786140295	0.2509090909090909	0.017481867212200113	1	0	https://www.dbnl.org/auteurs/auteur.php?id=brem016	brem016	Stefaan	van den Bremt	Stefaan van den Bremt/Stevi Braem	1941-10-12	Aalst	België (Vlaanderen)				male	leraar/letterkundige (NIET-neerl.)/hoogleraar/vertaler/docent	20e/21e Eeuw	nl			vertaler/letterkundige/hoogleraar/leraar/docent	4.0/2.0/2.0/2.0/2.0	2.0
3824	Jack Vance	0.00026845637583892615	0.0	0.00026845637583892615	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0	2	3	https://www.dbnl.org/auteurs/auteur.php?id=vanc004	vanc004	John Holbrook (Jack)	Vance	Jack Vance	1916-08-28	San Francisco	Verenigde Staten	2013-05-26	Oakland	Verenigde Staten	male		20e/21e Eeuw	en	buitenland				
3825	Nico Frijda	0.0005369127516778523	0.0004026845637583892	0.00013422818791946307	0.0	0.1986758656104526	1560.2960317460359	0.00019663660153338127	0.25	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=frij004	frij004	Nico Henri	Frijda	Nico Frijda	1927-05-01	Amsterdam	Nederland	2015-04-11	Amsterdam	Nederland	male	leraar/zielsverzorger/hoogleraar/docent/ps.ther./psychol	20e/21e Eeuw	nl	secundair/nonfictie		hoogleraar/leraar/docent/psycholoog/zielmaker	2.0/2.0/2.0/2.0/7.0	2.0
3826	Annet Mooij	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	4.2243151803399557e-07	0.00017897091722595077	1.5	8.157193187679064e-85	0.16666666666666666	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=mooi008	mooi008	Annet	Mooij	Annet Mooij	1961-xx-xx						female		Twintigste Eeuw		nonfictie				
3827	Jolande Withuis	0.0009395973154362415	0.00013422818791946307	0.0008053691275167784	2.7961568275710406e-06	0.00017897091722595077	1.5	8.157193187679064e-85	0.21428571428571427	0.012646793134598013	1	0	https://www.dbnl.org/auteurs/auteur.php?id=with019	with019	Jolande	Withuis	Jolande Withuis	1949-xx-xx						female		Twintigste Eeuw		nonfictie				
3828	C. Schmidt	0.0024161073825503354	0.001879194630872483	0.0005369127516778523	0.00010926415102060156	0.23475194773867145	1879.8404761904217	0.004516122698120984	0.33986928104575165	0.0018656716417910447	2	1	https://www.dbnl.org/auteurs/auteur.php?id=schm086	schm086	C.	Schmidt	C. Schmidt	19xx-xx-xx						male		Twintigste Eeuw		nonfictie				
3829	Joop van den Berg	0.003087248322147651	0.0026845637583892616	0.0004026845637583892	7.536188778413896e-07	0.21260303515541829	1724.1999999999864	0.003045617187377442	0.6047430830039525	0.0	4	1	https://www.dbnl.org/auteurs/auteur.php?id=berg013	berg013	Joop	van den Berg	Joop van den Berg	1930-09-30	Bondowoso	Indonesië	2014-01-25			male	redacteur/journalist	Twintigste Eeuw	nl	secundair		redacteur/journalist	2.0/2.0	2.0
3830	Marius Buning sr.	0.004161073825503355	0.0009395973154362415	0.0032214765100671136	1.2967164644664164e-06	0.19780825033060428	1581.7436507936482	0.0008856475671907094	0.41375545851528384	0.05177916306260626	4	1	https://www.dbnl.org/auteurs/auteur.php?id=buni005	buni005	Marius	Buning sr.	Marius Buning/Marius Buning sr.	1930-05-20	Zwijndrecht	België (Vlaanderen)	2008-01-11	Amstelveen	Nederland	male	letterkundige (NIET-neerl.)	20e/21e Eeuw		secundair		letterkundige	2.0	2.0
3831	Antoine Bodar	0.001879194630872483	0.0012080536912751677	0.0006711409395973154	5.010760242197915e-06	0.1869886032767439	1478.1984126984285	0.00025991703595055576	0.34065934065934067	0.05692695214105793	4	1	https://www.dbnl.org/auteurs/auteur.php?id=boda001	boda001	Antoine	Bodar	Antoine Bodar/Prof Dr A. P. L. Bodar	1944-12-28	Hertogenbosch	Nederland				male	filosoof/kloosterling/leraar/kunsthandelaar/hoogleraar/kunsthistoricus/docent/rk-geestelijke	20e/21e Eeuw		secundair		hoogleraar/rooms-katholiek geestelijke/leraar/docent/doctor in de filosofie/kunsthandelaar/kloosterling	2.0/2.0/2.0/2.0/2.0/4.0/4.0	2.0
3832	Marijke Smalbraak	0.0013422818791946308	0.0	0.0013422818791946308	0.0	0.0	0.0	9.056303693276773e-101	0.011111111111111112	0.003875968992248062	1	0	https://www.dbnl.org/auteurs/auteur.php?id=smal021	smal021	Marijke	Smalbraak	Marijke Smalbraak	1941-xx-xx						female	letterkundige (NIET-neerl.)	20e/21e Eeuw		nonfictie		letterkundige	2.0	2.0
3833	J.H. Croon	0.002953020134228188	0.0026845637583892616	0.00026845637583892615	3.8812846799855165e-06	0.22442406821388083	1808.816666666633	0.0037561286112460833	0.5194805194805194	0.02857142857142857	4	1	https://www.dbnl.org/auteurs/auteur.php?id=croo005	croo005	Johan Harm	Croon	J.H. Croon	1921-xx-xx						male		20e/21e Eeuw		secundair				
3834	Rogi Wieg	0.0013422818791946308	0.0012080536912751677	0.00013422818791946307	9.464685433870478e-07	0.2064133265369694	1633.9452380952232	0.0005941696006837809	0.43333333333333335	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=wieg001	wieg001	Rogi	Wieg	Rogi Wieg	1962-08-21	Delft	Nederland	2015-07-15	Amsterdam	Nederland	male		20e/21e Eeuw	nl					
3835	Peter Zonderland	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.2070145371756547	1629.6999999999782	0.00046848135555573896	0.6	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=zond004	zond004	Peter	Zonderland	Peter Zonderland	1947-xx-xx						male		20e/21e Eeuw		secundair				
3836	Joost Zwagerman	0.004295302013422818	0.003087248322147651	0.0012080536912751677	0.00015022777278331126	0.1943427553998957	1556.121825396834	0.0004338742540643036	0.1280241935483871	0.0310192023633678	1	0	https://www.dbnl.org/auteurs/auteur.php?id=zwag003	zwag003	Joost	Zwagerman	Joost Zwagerman	1963-11-18	Alkmaar	Nederland	2015-09-08	Haarlem	Nederland	male		20e/21e Eeuw	nl					
3837	Marijke Spies	0.020805369127516776	0.016375838926174495	0.0044295302013422815	0.0006530212958363626	0.2559780146997109	2097.3571428570995	0.017495499909601017	0.2190408317263352	0.059017733104519084	4	1	https://www.dbnl.org/auteurs/auteur.php?id=spie010	spie010	Marijke	Spies	Marijke Spies	1934-08-05	Eindhoven	Nederland	2013-05-12	Amsterdam	Nederland	female		20e/21e Eeuw	nl	secundair				
3838	Mieke B. Smits-Veldt	0.013959731543624159	0.006174496644295302	0.007785234899328858	0.0001256967959280017	0.21478731291386435	1756.1809523809434	0.004956204046290103	0.22306397306397308	0.04995407634424089	4	1	https://www.dbnl.org/auteurs/auteur.php?id=smit040	smit040	Maria Barbara	Smits-Veldt	Mieke B. Smits-Veldt	1936-xx-xx						female		20e/21e Eeuw	nl	secundair				
3839	Martin Reints	0.0009395973154362415	0.0009395973154362415	0.0	0.0	0.20569192737990424	1625.0190476190298	0.0005046349395801941	0.4523809523809524	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=rein007	rein007	Martin	Reints	Martin Reints	1950-04-05	Amsterdam	Nederland				male		20e/21e Eeuw	nl					
3840	Laurens van Schie	0.0013422818791946308	0.00013422818791946307	0.0012080536912751677	4.4977030066491155e-06	0.19683723650771232	1539.162698412705	0.0001486920720355613	0.06666666666666667	0.0074850299401197605	1	0	https://www.dbnl.org/auteurs/auteur.php?id=schi172	schi172	Laurens	van Schie	Laurens van Schie	1956-xx-xx						male		Twintigste Eeuw		nonfictie				
3841	Rudi Wester	0.002147651006711409	0.0009395973154362415	0.0012080536912751677	2.189053470325273e-05	0.1856051841607988	1470.8396825397072	0.00020169925540325525	0.13333333333333333	0.02386237513873474	1	0	https://www.dbnl.org/auteurs/auteur.php?id=west013	west013	Rudi	Wester	Rudi Wester	1943-xx-xx	Leeuwarden	Nederland				male		20e/21e Eeuw		secundair				
3842	Adriaan Venema	0.004563758389261745	0.004026845637583892	0.0005369127516778523	0.00015305076450948874	0.2475080110764571	1971.3642857142067	0.0038725632017821	0.225	0.07429322813938198	4	1	https://www.dbnl.org/auteurs/auteur.php?id=vene001	vene001	Adriaan	Venema	A. ten Hooven/Adriaan Venema	1941-05-27	Heiloo	Nederland	1993-10-31	Amsterdam	Nederland	male	redacteur/journalist	Twintigste Eeuw	nl	secundair/nonfictie		redacteur/journalist	2.0/2.0	2.0
3843	Hendrik Pierson	0.0004026845637583892	0.0004026845637583892	0.0	0.0	0.19991897394784303	1563.023412698406	0.00018306291655293788	0.0	0.0	2	3	https://www.dbnl.org/auteurs/auteur.php?id=pier005	pier005	Hendrik	Pierson	Hendrik Pierson	1834-06-10	Amsterdam	Nederland	1923-xx-xx			male	herv./leraar/geref. predikant	19e/20e Eeuw	nl			leraar/gereformeerd predikant	2.0/2.0	2.0
3844	Hans Groenewegen	0.002953020134228188	0.0004026845637583892	0.0025503355704697985	1.555800806801019e-05	0.17906935974692245	1415.5420634921013	0.00016917343471537435	0.13852813852813853	0.024320945561995683	1	0	https://www.dbnl.org/auteurs/auteur.php?id=groe018	groe018	Hans	Groenewegen	Hans Groenewegen	1956-05-25	Haamstede	Nederland	2013-06-10	Rijswijk	Nederland	male		20e/21e Eeuw		secundair				
3845	Marc Reugebrink	0.009664429530201342	0.002013422818791946	0.007651006711409395	0.0005596003429278011	0.20987583503909107	1670.4369047618836	0.0007481659024059278	0.09404388714733543	0.02151632102011677	1	0	https://www.dbnl.org/auteurs/auteur.php?id=reug001	reug001	Marc	Reugebrink	Marc Reugebrink	1960-08-12	Goor	Nederland				male	leraar/docent/hoogleraar	20e/21e Eeuw	nl			hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
3846	Ian Gibson	0.0010738255033557046	0.0004026845637583892	0.0006711409395973154	0.00010891589428202495	0.17338895012852393	1350.2218253968754	3.0376143870566443e-05	0.18518518518518517	0.008403361344537815	1	0	https://www.dbnl.org/auteurs/auteur.php?id=gibs002	gibs002	Ian	Gibson	Ian Gibson	1939-xx-xx	Dublin	Ierland				male		Twintigste Eeuw		nonfictie				
3847	Nan Lenders	0.0009395973154362415	0.00026845637583892615	0.0006711409395973154	5.994994695684445e-06	0.14284033633865262	1096.3944444444617	4.3146013854433863e-07	0.2	0.008403361344537815	1	0	https://www.dbnl.org/auteurs/auteur.php?id=lend007	lend007	Nan	Lenders	Nan Lenders	19xx-xx-xx						female	vertaler	Twintigste Eeuw		secundair		vertaler	4.0	4.0
3848	Jan Kostwinder	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	2.094773779537524e-08	0.18336503762982775	1450.4611111111396	0.00016939084130785154	0.6	0.0	4	1	https://www.dbnl.org/auteurs/auteur.php?id=kost010	kost010	Jan	Kostwinder	Jan Kostwinder/Jan de Vries	1960-06-08	Oude Pekela	Nederland	2001-08-27	Amsterdam	Nederland	male	leraar/docent/hoogleraar	20e/21e Eeuw	nl			hoogleraar/leraar/docent	2.0/2.0/2.0	2.0
3849	Evert van Uitert	0.003624161073825503	0.0008053691275167784	0.0028187919463087247	0.00013065495521155177	0.18850895298547934	1490.9563492063605	0.0002564977874184732	0.08547008547008547	0.0189328743545611	1	0	https://www.dbnl.org/auteurs/auteur.php?id=uite004	uite004	Evert	van Uitert	Evert van Uitert	1936-02-20	Amsterdam	Nederland		Den Haag	Nederland	male	kunsthistoricus/kunsthandelaar	20e/21e Eeuw		nonfictie		kunsthandelaar	4.0	4.0
3850	Kees Mercks	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.1634256159596347	1261.5523809524263	7.454749937803902e-06	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=merc004	merc004	Kees	Mercks	Kees Mercks	1944-xx-xx						male	vertaler	20e/21e Eeuw				vertaler	4.0	4.0
3851	Greetje van den Bergh	0.0009395973154362415	0.0006711409395973154	0.00026845637583892615	2.1238888266603e-05	0.21186642871053157	1673.1499999999724	0.0006766636339912753	0.11904761904761904	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=berg102	berg102	Greetje	van den Bergh	Greetje van den Bergh	1947-xx-xx	Tiel	Nederland				female	leraar/docent/hoogleraar/vertaler	20e/21e Eeuw	nl	secundair		hoogleraar/vertaler/leraar/docent	2.0/4.0/2.0/2.0	2.0
3852	Max van Rooy	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	0.0	0.21273246820865258	1674.2726190475823	0.0007055501223811861	0.6666666666666666	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=rooy004	rooy004	Max	van Rooy	Max van Rooij/Max van Rooy	1942-03-25	Voorburg	Nederland		Amsterdam	Nederland	male		20e/21e Eeuw	nl	secundair				
3853	Edgar Rice Burroughs	0.0008053691275167784	0.0006711409395973154	0.00013422818791946307	6.309275800965745e-07	0.19175273749318653	1506.0436507936563	0.00018987515862355024	0.25	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=burr001	burr001	Edgar Rice	Burroughs	Edgar Rice Burroughs	1875-xx-xx						male		Twintigste Eeuw		buitenland				
3854	K. Kolthoff	0.0006711409395973154	0.00026845637583892615	0.0004026845637583892	2.9732901927385495e-05	0.21268622403052798	1674.454761904717	0.0006818415936740961	0.15	0.017857142857142856	1	0	https://www.dbnl.org/auteurs/auteur.php?id=kolt003	kolt003	K.	Kolthoff	K. Kolthoff	1936-xx-xx						male		Twintigste Eeuw		nonfictie				
3855	Henry Schogt	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0	4	3	https://www.dbnl.org/auteurs/auteur.php?id=scho535	scho535	Henry Gilius	Schogt	Henry Schogt	1927-xx-xx	Amsterdam	Nederland				male	letterkundige (NIET-neerl.)	Twintigste Eeuw				letterkundige	2.0	2.0
3856	Geert Maessen	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=maes048	maes048	Geert	Maessen	Geert Maessen	1958-xx-xx						male	filosoof	Twintigste Eeuw		nonfictie		doctor in de filosofie	2.0	2.0
3857	Arjen Duinker	0.0012080536912751677	0.0009395973154362415	0.00026845637583892615	1.9640989400217434e-05	0.19184297407553624	1520.4813492063563	0.0002085420913737339	0.16666666666666666	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=duin003	duin003	Arjen	Duinker	A.P. Duinker/Arjen Duinker	1956-12-31	Delft	Nederland				male		20e/21e Eeuw	nl					
3858	K. Michel	0.002953020134228188	0.001879194630872483	0.0010738255033557046	0.0007808415276524286	0.20580546230232116	1617.9857142856995	0.0003436804230258825	0.09210526315789473	0.012448132780082987	1	0	https://www.dbnl.org/auteurs/auteur.php?id=mich007	mich007	K.	Michel	K. Michel/Michael Maria Kuijpers	1958-08-13	Tilburg	Nederland				male	filosoof/vertaler	20e/21e Eeuw	nl			doctor in de filosofie/vertaler	2.0/4.0	2.0
3859	Jan van der Waals	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.1515051592661084	1171.5765873016169	1.6360234098070703e-06	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=waal040	waal040	J.D.	van der Waals	Jan van der Waals	1947-xx-xx			2009-xx-xx			male		20e/21e Eeuw		nonfictie				
3860	Graa Boomsma	0.003624161073825503	0.001476510067114094	0.002147651006711409	0.0006630061199826155	0.1838612334696198	1461.3742063492346	0.00021992718533463796	0.07163323782234957	0.0051752528816749	1	0	https://www.dbnl.org/auteurs/auteur.php?id=boom007	boom007	Graa	Boomsma	Gerardus Boomsma/Graa Boomsma	1953-02-15	Nieuwe Niedorp	Nederland				male	leraar/docent/hoogleraar/vertaler	20e/21e Eeuw	nl	secundair		hoogleraar/vertaler/leraar/docent	2.0/4.0/2.0/2.0	2.0
3861	Anne Hallema	0.0012080536912751677	0.0008053691275167784	0.0004026845637583892	6.76869958716748e-05	0.23173831543942086	1827.964285714217	0.0014842986651640202	0.27941176470588236	0.027888446215139442	3	2	https://www.dbnl.org/auteurs/auteur.php?id=hall013	hall013	Anne	Hallema	Anne Hallema	1893-09-08	Tzum	Nederland	1973-02-23	Breda	Nederland	male	ambtenaar/archeoloog/historicus	Twintigste Eeuw	nl	secundair/fries		antropoloog/oudheidkundige/ambtenaar	2.0/2.0/5.0	2.0
3862	M.J. Trappenburg	0.0005369127516778523	0.00026845637583892615	0.00026845637583892615	3.217790209602993e-10	0.16025669393062225	1241.2880952381324	7.332877657593751e-06	0.4166666666666667	0.0	4	1	https://www.dbnl.org/auteurs/auteur.php?id=trap006	trap006	M.J.	Trappenburg	M.J. Trappenburg	19xx-xx-xx						female		Twintigste Eeuw		nonfictie				
3863	Patricia de Martelaere	0.0057718120805369125	0.0022818791946308723	0.0034899328859060398	6.35090255636214e-05	0.20986683135676423	1669.5523809523593	0.00092499916032844	0.20234113712374582	0.028612365404654394	1	0	https://www.dbnl.org/auteurs/auteur.php?id=mart003	mart003	Patricia	de Martelaere	Patricia de Martelaere	1957-04-16	Zottegem	België (Vlaanderen)	2009-03-04	Wezemaal	België (Vlaanderen)	female		20e/21e Eeuw	nl					
3864	G.C. Molewijk	0.0005369127516778523	0.0004026845637583892	0.00013422818791946307	7.720573469406598e-08	0.20247489089549997	1601.2388888888834	0.000338211914017106	0.25	0.0	4	1	https://www.dbnl.org/auteurs/auteur.php?id=mole015	mole015	Gerard	Molewijk	G.C. Molewijk	1952-12-16	Leeuwarden	Nederland		Amsterdam	Nederland	male	archeoloog/historicus	20e/21e Eeuw	nl	secundair/taalkunde		antropoloog/oudheidkundige	2.0/2.0	2.0
3865	C.J.F. Stuldreher	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	0.0	0.19685307790133896	1539.2960317460384	0.0001486920720355613	0.5	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=stul004	stul004	Coen	Stuldreher	C.J.F. Stuldreher	1926-07-11	Oldenzaal	Nederland	2007-01-18	Amsterdam	Nederland	male	archeoloog/historicus	Twintigste Eeuw		nonfictie		antropoloog/oudheidkundige	2.0/2.0	2.0
3866	Helena Spanjaard	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.1968786870089838	1539.4960317460384	0.0001486920720355613	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=span028	span028	Helena	Spanjaard	Helena Spanjaard	19xx-xx-xx						female	kunsthistoricus/kunsthandelaar	Twintigste Eeuw		nonfictie		kunsthandelaar	4.0	4.0
3867	Liesbeth Dolk	0.005503355704697986	0.002147651006711409	0.0033557046979865767	0.00013039664674958747	0.21388579218809786	1722.7761904761776	0.0021667265364466925	0.21951219512195122	0.024710255849551718	4	1	https://www.dbnl.org/auteurs/auteur.php?id=dolk002	dolk002	Elisabeth Cornelie	Dolk	Liesbeth Dolk	1954-xx-xx	Jakarta	Indonesië				female	letterkundige (NIET-neerl.)	20e/21e Eeuw		secundair		letterkundige	2.0	2.0
3868	Jero Gardenia	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.1968786870089838	1539.4960317460384	0.0001486920720355613	0.0	0.0	1	0	https://www.dbnl.org/auteurs/auteur.php?id=gard014	gard014	Jero	Gardenia	Jero Gardenia	1954-xx-xx	Groningen	Nederland				female	redacteur/journalist	Twintigste Eeuw		nonfictie		redacteur/journalist	2.0/2.0	2.0
3869	L. Geschiere	0.0044295302013422815	0.001879194630872483	0.0025503355704697985	6.132459973501025e-05	0.23330769930018003	1863.21904761899	0.003149828900736495	0.5907335907335908	0.06938124501571516	27	7	https://www.dbnl.org/auteurs/auteur.php?id=gesc001	gesc001	Lein	Geschiere	L. Geschiere	1910-12-14	Serooskerke	Nederland				male	onderwijzer (basisschool)	Twintigste Eeuw		nonfictie		onderwijzer op een lagere school	4.0	4.0
